Calibration values (ps) from cell 0 to 1024 :

00129.684	00129.885	00130.086	00130.287	00130.488	00130.689	00130.889	00131.090	cell = 648 to 655
00131.291	00131.492	00131.692	00131.893	00132.094	00132.294	00132.495	00132.696	cell = 656 to 663
00132.897	00133.097	00133.298	00133.499	00133.699	00133.900	00134.101	00134.302	cell = 664 to 671
00134.503	00134.705	00134.906	00135.107	00135.308	00135.509	00135.710	00135.911	cell = 672 to 679
00136.111	00136.312	00136.512	00136.713	00136.913	00137.114	00137.314	00137.514	cell = 680 to 687
00137.714	00137.914	00138.114	00138.314	00138.515	00138.715	00138.915	00139.115	cell = 688 to 695
00139.314	00139.514	00139.714	00139.914	00140.114	00140.314	00140.513	00140.713	cell = 696 to 703
00140.913	00141.112	00141.311	00141.511	00141.711	00141.910	00142.110	00142.310	cell = 704 to 711
00142.510	00142.710	00142.910	00143.110	00143.310	00143.510	00143.710	00143.911	cell = 712 to 719
00144.111	00144.311	00144.511	00144.712	00144.912	00145.112	00145.311	00145.511	cell = 720 to 727
00145.711	00145.911	00146.110	00146.310	00146.510	00146.711	00146.911	00147.111	cell = 728 to 735
00147.311	00147.512	00147.712	00147.912	00148.112	00148.313	00148.513	00148.713	cell = 736 to 743
00148.913	00149.113	00149.313	00149.513	00149.713	00149.913	00150.113	00150.314	cell = 744 to 751
00150.514	00150.714	00150.915	00151.115	00151.316	00151.517	00151.718	00151.919	cell = 752 to 759
00152.120	00152.321	00152.521	00152.722	00152.923	00153.123	00153.324	00153.525	cell = 760 to 767
00153.725	00153.925	00154.126	00154.326	00154.526	00154.726	00154.926	00155.125	cell = 768 to 775
00155.325	00155.525	00155.725	00155.925	00156.125	00156.325	00156.526	00156.726	cell = 776 to 783
00156.926	00157.126	00157.326	00157.526	00157.727	00157.927	00158.127	00158.327	cell = 784 to 791
00158.527	00158.727	00158.928	00159.128	00159.329	00159.530	00159.730	00159.931	cell = 792 to 799
00160.131	00160.332	00160.533	00160.734	00160.934	00161.135	00161.336	00161.537	cell = 800 to 807
00161.737	00161.938	00162.139	00162.339	00162.540	00162.740	00162.941	00163.142	cell = 808 to 815
00163.342	00163.543	00163.744	00163.944	00164.145	00164.345	00164.546	00164.747	cell = 816 to 823
00164.948	00165.149	00165.349	00165.550	00165.751	00165.952	00166.153	00166.353	cell = 824 to 831
00166.554	00166.755	00166.955	00167.155	00167.356	00167.556	00167.757	00167.957	cell = 832 to 839
00168.158	00168.358	00168.559	00168.760	00168.960	00169.161	00169.362	00169.562	cell = 840 to 847
00169.763	00169.963	00170.164	00170.364	00170.564	00170.765	00170.965	00171.165	cell = 848 to 855
00171.365	00171.565	00171.764	00171.964	00172.163	00172.363	00172.563	00172.762	cell = 856 to 863
00172.962	00173.161	00173.361	00173.560	00173.760	00173.959	00174.159	00174.358	cell = 864 to 871
00174.558	00174.757	00174.957	00175.157	00175.356	00175.556	00175.756	00175.955	cell = 872 to 879
00176.155	00176.354	00176.553	00176.753	00176.952	00177.151	00177.350	00177.549	cell = 880 to 887
00177.749	00177.948	00178.147	00178.346	00178.546	00178.744	00178.943	00179.142	cell = 888 to 895
00179.341	00179.540	00179.739	00179.938	00180.137	00180.336	00180.535	00180.734	cell = 896 to 903
00180.934	00181.133	00181.333	00181.533	00181.733	00181.933	00182.133	00182.333	cell = 904 to 911
00182.534	00182.734	00182.934	00183.134	00183.334	00183.534	00183.734	00183.934	cell = 912 to 919
00184.134	00184.334	00184.534	00184.734	00184.934	00185.133	00185.333	00185.533	cell = 920 to 927
00185.732	00185.931	00186.131	00186.330	00186.529	00186.728	00186.926	00187.125	cell = 928 to 935
00187.324	00187.523	00187.722	00187.920	00188.119	00188.317	00188.516	00188.715	cell = 936 to 943
00188.913	00189.112	00189.310	00189.509	00189.707	00189.905	00190.104	00190.302	cell = 944 to 951
00190.501	00190.699	00190.897	00191.096	00191.295	00191.493	00191.692	00191.891	cell = 952 to 959
00192.090	00192.289	00192.488	00192.687	00192.886	00193.086	00193.285	00193.484	cell = 960 to 967
00193.683	00193.883	00194.082	00194.281	00194.480	00194.679	00194.878	00195.078	cell = 968 to 975
00195.277	00195.475	00195.674	00195.873	00196.072	00196.270	00196.469	00196.667	cell = 976 to 983
00196.866	00197.065	00197.263	00197.462	00197.661	00197.859	00198.058	00198.257	cell = 984 to 991
00198.456	00198.655	00198.854	00199.053	00199.252	00199.452	00199.651	00199.850	cell = 992 to 999
00200.049	00200.248	00200.447	00200.646	00200.845	00201.043	00201.242	00201.440	cell = 1000 to 1007
00201.638	00201.836	00202.034	00202.231	00202.429	00202.627	00202.825	00203.022	cell = 1008 to 1015
00203.220	00203.418	00203.615	00203.813	00204.010	00204.208	00204.405	00204.603	cell = 1016 to 1023
